Datetime,Latitude,Longitude,Accelx,Accely,Accelz,Gyrox,Gyroy,Gyroz
2023-12-02 18:08:24,-0.0012139097987926561,-0.0016844823419194521,-0.07999972999095917,0.0001876066526165232,0.0,0.0,0.0,0.0
